pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
graphic output! Epoch:10
100-game average 0.653125
graphic output! Epoch:20
100-game average 0.5752840909090909
         94048537 function calls (93918129 primitive calls) in 70.373 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.021    0.021 training.py:16(<module>)
       45    0.000    0.000    0.021    0.000 array_ops.py:991(stack)
       87    0.001    0.000    0.021    0.000 text.py:852(get_window_extent)
      511    0.002    0.000    0.021    0.000 callbacks.py:60(configure_callbacks)
        1    0.001    0.001    0.021    0.021 gen_array_ops.py:5(<module>)
     2216    0.007    0.000    0.021    0.000 network.py:449(__setattr__)
      746    0.005    0.000    0.021    0.000 ops.py:3652(_create_op_helper)
     1614    0.001    0.000    0.021    0.000 artist.py:1319(is_alias)
       12    0.000    0.000    0.021    0.002 axis.py:1147(_get_tick_bboxes)
    42/38    0.001    0.000    0.021    0.001 axis.py:842(reset_ticks)
       12    0.000    0.000    0.021    0.002 axis.py:1149(<listcomp>)
     2662    0.007    0.000    0.020    0.000 ops.py:6074(_get_graph_from_inputs)
        1    0.000    0.000    0.020    0.020 gradient_descent.py:143(get_config)
        3    0.000    0.000    0.020    0.007 optimizer_v2.py:688(_serialize_hyperparameter)
        3    0.000    0.000    0.020    0.007 backend.py:2965(get_value)
       39    0.000    0.000    0.020    0.001 axis.py:289(draw)
   221146    0.020    0.000    0.020    0.000 {method 'append' of 'list' objects}
     3427    0.005    0.000    0.019    0.000 tf_export.py:255(__init__)
     1437    0.002    0.000    0.019    0.000 c_api_util.py:176(tf_output)
        1    0.019    0.019    0.019    0.019 ssl.py:801(SSLSocket)
        3    0.000    0.000    0.019    0.006 resource_variable_ops.py:896(eval)
        3    0.000    0.000    0.019    0.006 ops.py:710(eval)
        3    0.000    0.000    0.019    0.006 ops.py:5542(_eval_using_default_session)
        1    0.000    0.000    0.019    0.019 network.py:17(<module>)
     5141    0.003    0.000    0.019    0.000 nest.py:210(flatten)
        6    0.000    0.000    0.019    0.003 __init__.py:35(load_module)
        1    0.000    0.000    0.019    0.019 __init__.py:569(_build_master)
        1    0.000    0.000    0.019    0.019 __init__.py:556(__init__)
    14848    0.016    0.000    0.018    0.000 object_identity.py:115(__init__)
     4058    0.002    0.000    0.018    0.000 <frozen importlib._bootstrap>:403(cached)
        4    0.000    0.000    0.018    0.004 math_grad.py:1032(_MulGrad)
       30    0.000    0.000    0.018    0.001 array_ops.py:333(shape_internal)
      188    0.001    0.000    0.018    0.000 __init__.py:2578(from_location)
     4071    0.002    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
    17736    0.009    0.000    0.017    0.000 enum.py:284(__call__)
    18221    0.012    0.000    0.017    0.000 random.py:224(_randbelow)
    18514    0.012    0.000    0.017    0.000 {built-in method _abc._abc_instancecheck}
     3327    0.005    0.000    0.017    0.000 tf_export.py:312(__call__)
     1616    0.002    0.000    0.017    0.000 nest.py:515(<listcomp>)
       12    0.000    0.000    0.017    0.001 artist.py:1193(__init__)
       12    0.001    0.000    0.017    0.001 artist.py:1213(get_aliases)
        1    0.000    0.000    0.017    0.017 rcsetup.py:15(<module>)
       12    0.000    0.000    0.017    0.001 spines.py:226(cla)
      124    0.000    0.000    0.017    0.000 control_flow_ops.py:2460(AddOp)
     4403    0.003    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
       38    0.000    0.000    0.017    0.000 gen_resource_variable_ops.py:1472(var_is_initialized_op)
       26    0.000    0.000    0.017    0.001 backend_agg.py:119(draw_path)
      117    0.002    0.000    0.017    0.000 text.py:270(_get_layout)
      746    0.017    0.000    0.017    0.000 {built-in method _pywrap_tensorflow_internal.TF_FinishOperation}
       26    0.016    0.001    0.017    0.001 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       28    0.000    0.000    0.016    0.001 array_ops.py:307(shape)
     8817    0.007    0.000    0.016    0.000 tf_decorator.py:198(unwrap)
       28    0.000    0.000    0.016    0.001 gen_math_ops.py:343(add)
        1    0.016    0.016    0.016    0.016 backend_gtk3.py:372(add_widget)
      270    0.002    0.000    0.016    0.000 ops.py:5663(init_scope)
       30    0.000    0.000    0.016    0.001 gen_resource_variable_ops.py:159(assign_variable_op)
       24    0.000    0.000    0.016    0.001 resource_variable_ops.py:1506(_dense_var_to_tensor)
       24    0.000    0.000    0.016    0.001 resource_variable_ops.py:1453(_dense_var_to_tensor)
     2494    0.003    0.000    0.016    0.000 __init__.py:775(__setitem__)
       18    0.000    0.000    0.016    0.001 patches.py:563(draw)
       12    0.000    0.000    0.016    0.001 array_ops.py:1836(zeros)
    18061    0.016    0.000    0.016    0.000 ai.py:12(__init__)
     2076    0.002    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
        1    0.000    0.000    0.016    0.016 distribute_lib.py:1652(merge_call)
        3    0.000    0.000    0.016    0.005 __init__.py:3(<module>)
        1    0.000    0.000    0.016    0.016 distribute_lib.py:1686(_merge_call)
        1    0.000    0.000    0.016    0.016 optimizer_v2.py:444(_distributed_apply)
      318    0.016    0.000    0.016    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.015    0.015 pyparsing.py:75(<module>)
        1    0.000    0.000    0.015    0.015 variables.py:15(<module>)
     5141    0.002    0.000    0.015    0.000 pywrap_tensorflow_internal.py:2530(Flatten)
       27    0.000    0.000    0.015    0.001 __init__.py:971(rc_params_from_file)
        4    0.000    0.000    0.015    0.004 optimizer_v2.py:733(add_weight)
       22    0.000    0.000    0.015    0.001 gen_array_ops.py:7615(reshape)
      501    0.000    0.000    0.015    0.000 re.py:180(search)
        1    0.000    0.000    0.015    0.015 tpu_strategy.py:15(<module>)
        1    0.000    0.000    0.015    0.015 summary.py:29(<module>)
       19    0.000    0.000    0.015    0.001 math_ops.py:1413(reduce_sum)
        1    0.000    0.000    0.015    0.015 fontconfig_pattern.py:6(<module>)
        1    0.000    0.000    0.015    0.015 cross_device_ops.py:15(<module>)
        1    0.000    0.000    0.014    0.014 hdf5_format.py:17(<module>)
    92259    0.014    0.000    0.014    0.000 object_identity.py:32(__init__)
        2    0.000    0.000    0.014    0.007 tensor_util.py:15(<module>)
     3030    0.007    0.000    0.014    0.000 nest.py:115(_sequence_like)
     5494    0.009    0.000    0.014    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        1    0.000    0.000    0.014    0.014 summary_v2.py:26(<module>)
        1    0.000    0.000    0.014    0.014 model_config.py:17(<module>)
        1    0.000    0.000    0.014    0.014 _axes.py:97(Axes)
       24    0.000    0.000    0.014    0.001 math_ops.py:1176(_mul_dispatch)
       19    0.000    0.000    0.014    0.001 resource_variable_ops.py:176(eager_safe_variable_handle)
    18597    0.010    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
        6    0.000    0.000    0.014    0.002 clip_ops.py:37(clip_by_value)
       19    0.000    0.000    0.014    0.001 resource_variable_ops.py:131(variable_handle_from_shape_and_dtype)
        1    0.000    0.000    0.013    0.013 gen_nn_ops.py:5(<module>)
        1    0.000    0.000    0.013    0.013 tpu_estimator.py:15(<module>)
     1103    0.001    0.000    0.013    0.000 ops.py:6518(__exit__)
     5141    0.010    0.000    0.013    0.000 {built-in method _pywrap_tensorflow_internal.Flatten}
        1    0.000    0.000    0.013    0.013 cross_device_utils.py:15(<module>)
       12    0.000    0.000    0.013    0.001 axis.py:1322(get_majorticklocs)
     1983    0.013    0.000    0.013    0.000 {method 'read' of '_io.FileIO' objects}
      746    0.008    0.000    0.013    0.000 ops.py:1789(_NodeDef)
     3427    0.009    0.000    0.013    0.000 tf_export.py:283(_validate_symbol_names)
      746    0.002    0.000    0.013    0.000 ops.py:2032(<listcomp>)
        2    0.000    0.000    0.013    0.006 losses_utils.py:163(compute_weighted_loss)
        1    0.000    0.000    0.013    0.013 core.py:12(<module>)
       15    0.000    0.000    0.013    0.001 array_ops.py:737(strided_slice)
       49    0.000    0.000    0.013    0.000 op_def_library.py:302(add_op_list)
       15    0.000    0.000    0.013    0.001 gen_array_ops.py:9804(strided_slice)
        1    0.000    0.000    0.013    0.013 index_tricks.py:1(<module>)
      182    0.004    0.000    0.013    0.000 tensor_util.py:375(make_tensor_proto)
127438/125097    0.012    0.000    0.013    0.000 {built-in method builtins.len}
     1320    0.002    0.000    0.013    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.013    0.013 core.py:151(load_base_library)
        1    0.000    0.000    0.013    0.013 core.py:182(read_style_directory)
      125    0.001    0.000    0.013    0.000 lines.py:751(draw)
      124    0.001    0.000    0.013    0.000 control_flow_ops.py:2485(_AddOpInternal)
        1    0.001    0.001    0.013    0.013 gen_math_ops.py:5(<module>)
       19    0.000    0.000    0.013    0.001 gen_resource_variable_ops.py:1381(var_handle_op)
     1150    0.002    0.000    0.012    0.000 op_def_library.py:291(add_op)
       11    0.000    0.000    0.012    0.001 resource_variable_ops.py:1121(assign)
       12    0.000    0.000    0.012    0.001 axis.py:1326(get_minorticklocs)
     3364    0.004    0.000    0.012    0.000 tensor_util.py:939(is_tensor)
       23    0.001    0.000    0.012    0.001 __init__.py:7(<module>)
        1    0.000    0.000    0.012    0.012 test.py:22(<module>)
       13    0.000    0.000    0.012    0.001 network.py:182(_base_init)
       19    0.000    0.000    0.012    0.001 gen_math_ops.py:10888(_sum)
       27    0.002    0.000    0.012    0.000 __init__.py:909(_rc_params_in_file)
       20    0.000    0.000    0.012    0.001 axis.py:862(set_tick_params)
     2206    0.004    0.000    0.012    0.000 ops.py:4213(name_scope)
     2705    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
     1437    0.005    0.000    0.012    0.000 pywrap_tensorflow_internal.py:1410(__init__)
        2    0.000    0.000    0.012    0.006 app.py:16(<module>)
     2884    0.003    0.000    0.012    0.000 ops.py:4012(as_default)
     1627    0.004    0.000    0.012    0.000 tf_decorator.py:67(make_decorator)
        2    0.000    0.000    0.012    0.006 __init__.py:45(<module>)
      302    0.004    0.000    0.012    0.000 utils.py:1142(_median_nancheck)
        2    0.000    0.000    0.012    0.006 sequential.py:97(__init__)
        2    0.000    0.000    0.012    0.006 training.py:128(__init__)
        1    0.000    0.000    0.012    0.012 ragged_batch_gather_with_default_op.py:15(<module>)
        2    0.000    0.000    0.012    0.006 network.py:156(__init__)
       10    0.000    0.000    0.012    0.001 distribute_lib.py:1262(update)
     3098    0.001    0.000    0.012    0.000 ops.py:5631(_GetGlobalDefaultGraph)
        2    0.000    0.000    0.012    0.006 network.py:367(_init_subclassed_network)
        1    0.000    0.000    0.012    0.012 recurrent.py:764(_process_inputs)
        1    0.000    0.000    0.012    0.012 recurrent.py:589(get_initial_state)
       13    0.000    0.000    0.012    0.001 nn_ops.py:2627(bias_add)
       22    0.000    0.000    0.012    0.001 gen_array_ops.py:8537(shape)
      995    0.004    0.000    0.012    0.000 backend.py:859(_get_variables)
      106    0.001    0.000    0.012    0.000 artist.py:709(set_clip_path)
        1    0.000    0.000    0.012    0.012 multiarray.py:7(<module>)
       12    0.000    0.000    0.011    0.001 axis.py:2180(get_tick_space)
        1    0.000    0.000    0.011    0.011 test_util.py:17(<module>)
     1570    0.004    0.000    0.011    0.000 functools.py:37(update_wrapper)
      234    0.001    0.000    0.011    0.000 deprecation.py:308(deprecated_wrapper)
2981/2926    0.005    0.000    0.011    0.000 base_layer.py:1962(__setattr__)
        1    0.000    0.000    0.011    0.011 math_grad.py:117(_MaxGrad)
        1    0.000    0.000    0.011    0.011 math_grad.py:99(_MinOrMaxGrad)
        1    0.000    0.000    0.011    0.011 _internal.py:6(<module>)
       10    0.000    0.000    0.011    0.001 distribute_lib.py:1855(_update)
       10    0.000    0.000    0.011    0.001 distribute_lib.py:1860(_update_non_slot)
     1022    0.001    0.000    0.011    0.000 training_utils.py:958(check_steps_argument)
        1    0.000    0.000    0.011    0.011 pyparsing.py:96(<module>)
        1    0.000    0.000    0.011    0.011 utils.py:9(<module>)
    19881    0.007    0.000    0.011    0.000 _weakrefset.py:58(__iter__)
       10    0.000    0.000    0.011    0.001 optimizer_v2.py:451(apply_grad_to_update_var)
       13    0.000    0.000    0.011    0.001 array_ops.py:1826(_constant_if_small)
        1    0.000    0.000    0.011    0.011 optimizer_v2.py:595(_create_hypers)
        1    0.000    0.000    0.011    0.011 ragged_dispatch.py:15(<module>)
        1    0.000    0.000    0.011    0.011 app.py:26(<module>)
       10    0.000    0.000    0.011    0.001 gradient_descent.py:101(_resource_apply_dense)
      124    0.000    0.000    0.011    0.000 __init__.py:2982(_reload_version)
       14    0.000    0.000    0.011    0.001 __init__.py:2011(_by_version_descending)
        2    0.000    0.000    0.011    0.005 tensor_array_ops.py:1238(unstack)
       99    0.001    0.000    0.011    0.000 text.py:655(draw)
        1    0.000    0.000    0.011    0.011 cm.py:19(<module>)
        2    0.000    0.000    0.011    0.005 tensor_array_ops.py:345(unstack)
       10    0.000    0.000    0.011    0.001 gen_training_ops.py:1924(resource_apply_gradient_descent)
        1    0.000    0.000    0.011    0.011 ops.py:3048(__init__)
        2    0.000    0.000    0.011    0.005 weights_broadcast_ops.py:136(broadcast_weights)
        1    0.000    0.000    0.011    0.011 tpu.py:16(<module>)
       26    0.000    0.000    0.011    0.000 pyparsing.py:2779(__init__)
       77    0.000    0.000    0.011    0.000 ops.py:5796(executing_eagerly_outside_functions)
     1150    0.006    0.000    0.011    0.000 op_def_library.py:234(__init__)
        1    0.000    0.000    0.011    0.011 c_api_util.py:45(__init__)
        1    0.000    0.000    0.011    0.011 values.py:15(<module>)
      124    0.000    0.000    0.011    0.000 __init__.py:2770(_get_version)
        1    0.011    0.011    0.011    0.011 {built-in method _pywrap_tensorflow_internal.TF_NewGraph}
      739    0.009    0.000    0.011    0.000 sre_compile.py:276(_optimize_charset)
      124    0.000    0.000    0.011    0.000 __init__.py:2548(_version_from_file)
        3    0.000    0.000    0.011    0.004 axis.py:2299(_update_label_position)
        4    0.000    0.000    0.010    0.003 array_ops.py:1510(split)
       78    0.000    0.000    0.010    0.000 backend_agg.py:193(get_text_width_height_descent)
        6    0.000    0.000    0.010    0.002 _base.py:2744(grid)
       12    0.000    0.000    0.010    0.001 axis.py:1432(grid)
        1    0.000    0.000    0.010    0.010 training.py:19(<module>)
       16    0.000    0.000    0.010    0.001 control_flow_ops.py:212(_Enter)
        1    0.000    0.000    0.010    0.010 converter.py:60(<module>)
     1813    0.001    0.000    0.010    0.000 ops.py:616(_as_tf_output)
        3    0.000    0.000    0.010    0.003 axis.py:2004(_update_label_position)
        1    0.000    0.000    0.010    0.010 optimizers.py:16(<module>)
        1    0.000    0.000    0.010    0.010 loader.py:2(<module>)
     7075    0.002    0.000    0.010    0.000 pywrap_tensorflow_internal.py:58(_swig_setattr)
      994    0.001    0.000    0.010    0.000 backend.py:406(_current_graph)
    12623    0.010    0.000    0.010    0.000 {built-in method __new__ of type object at 0x858cc0}
        1    0.000    0.000    0.010    0.010 init_ops.py:581(__call__)
      292    0.001    0.000    0.010    0.000 decorator_utils.py:76(add_notice_to_docstring)
       72    0.001    0.000    0.010    0.000 __init__.py:1523(_preprocess_data)
  320/276    0.001    0.000    0.010    0.000 spines.py:487(get_spine_transform)
        1    0.000    0.000    0.010    0.010 platform.py:10(<module>)
       16    0.000    0.000    0.010    0.001 gen_control_flow_ops.py:166(enter)
       12    0.000    0.000    0.010    0.001 axis.py:2488(get_tick_space)
        1    0.000    0.000    0.010    0.010 artist.py:1(<module>)
26615/26609    0.008    0.000    0.010    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.010    0.010 stats_options.py:17(<module>)
        3    0.000    0.000    0.010    0.003 backend.py:879(<listcomp>)
        1    0.000    0.000    0.010    0.010 _internal_utils.py:9(<module>)
        1    0.000    0.000    0.010    0.010 gen_data_flow_ops.py:5(<module>)
     1022    0.001    0.000    0.010    0.000 training_utils.py:764(has_symbolic_tensors)
       15    0.000    0.000    0.010    0.001 array_ops.py:2101(placeholder)
        1    0.000    0.000    0.010    0.010 distribute_lib.py:15(<module>)
        1    0.000    0.000    0.010    0.010 compat.py:9(<module>)
       15    0.000    0.000    0.009    0.001 gen_array_ops.py:6219(placeholder)
     2261    0.002    0.000    0.009    0.000 ops.py:2415(inputs)
      591    0.002    0.000    0.009    0.000 artist.py:942(update)
        1    0.000    0.000    0.009    0.009 stats_aggregator.py:15(<module>)
        3    0.000    0.000    0.009    0.003 axis.py:2280(_get_tick_boxes_siblings)
        1    0.000    0.000    0.009    0.009 overrides.py:1(<module>)
     2087    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
        6    0.000    0.000    0.009    0.002 _axes.py:1432(plot)
        1    0.000    0.000    0.009    0.009 py_builtins.py:18(<module>)
        1    0.000    0.000    0.009    0.009 lines.py:4(<module>)
      130    0.000    0.000    0.009    0.000 patches.py:209(get_transform)
    39/37    0.000    0.000    0.009    0.000 axis.py:458(_get_tick1line)
    18701    0.004    0.000    0.009    0.000 sre_parse.py:254(get)
  332/276    0.000    0.000    0.009    0.000 spines.py:208(_ensure_position_is_set)
     5241    0.002    0.000    0.009    0.000 pywrap_tensorflow_internal.py:1397(<lambda>)
     5471    0.005    0.000    0.009    0.000 context.py:1418(executing_eagerly)
       12    0.000    0.000    0.009    0.001 spines.py:443(set_position)
     2926    0.002    0.000    0.009    0.000 {built-in method builtins.all}
     1360    0.009    0.000    0.009    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
       42    0.000    0.000    0.009    0.000 axis.py:230(set_clip_path)
        1    0.000    0.000    0.009    0.009 linalg.py:15(<module>)
        2    0.000    0.000    0.009    0.004 advanced_activations.py:120(build)
        1    0.000    0.000    0.009    0.009 lite.py:15(<module>)
      302    0.000    0.000    0.009    0.000 <__array_function__ internals>:2(mean)
        3    0.000    0.000    0.009    0.003 axis.py:1985(_get_tick_boxes_siblings)
        1    0.000    0.000    0.009    0.009 parser.py:5(<module>)
        1    0.000    0.000    0.009    0.009 recurrent.py:2297(get_initial_state)
        1    0.000    0.000    0.009    0.009 recurrent.py:2732(_generate_zero_filled_state_for_cell)
      150    0.000    0.000    0.009    0.000 cm.py:81(_generate_cmap)
        1    0.000    0.000    0.009    0.009 recurrent.py:2739(_generate_zero_filled_state)
      594    0.001    0.000    0.009    0.000 __init__.py:2765(_get_metadata)
       11    0.000    0.000    0.009    0.001 network.py:250(_init_graph_network)
        2    0.000    0.000    0.009    0.004 recurrent.py:2746(create_zeros)
        3    0.000    0.000    0.009    0.003 core.py:1031(call)
     1616    0.001    0.000    0.009    0.000 nest.py:511(<listcomp>)
      352    0.009    0.000    0.009    0.000 {method 'get_g_type' of 'gi.RegisteredTypeInfo' objects}
        1    0.000    0.000    0.009    0.009 feedparser.py:20(<module>)
       64    0.001    0.000    0.009    0.000 colors.py:729(from_list)
     1506    0.002    0.000    0.009    0.000 colors.py:149(to_rgba)
        1    0.000    0.000    0.009    0.009 numeric.py:1(<module>)
    38/36    0.000    0.000    0.009    0.000 axis.py:573(_get_tick1line)
        4    0.000    0.000    0.009    0.002 gen_array_ops.py:9457(split)
    56795    0.009    0.000    0.009    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.009    0.009 control_flow_ops.py:18(<module>)
       19    0.000    0.000    0.008    0.000 variables.py:3071(is_variable_initialized)
10465/8823    0.005    0.000    0.008    0.000 artist.py:219(stale)
       19    0.000    0.000    0.008    0.000 state_ops.py:117(is_variable_initialized)
    63072    0.008    0.000    0.008    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.008    0.008 distributions.py:15(<module>)
        2    0.000    0.000    0.008    0.004 math_grad.py:985(_AddGrad)
       19    0.000    0.000    0.008    0.000 resource_variable_ops.py:1049(is_initialized)
28145/28069    0.007    0.000    0.008    0.000 {method 'join' of 'str' objects}
      207    0.005    0.000    0.008    0.000 decorator_utils.py:35(_normalize_docstring)
        1    0.000    0.000    0.008    0.008 patches.py:1(<module>)
    39/37    0.000    0.000    0.008    0.000 axis.py:469(_get_tick2line)
       39    0.000    0.000    0.008    0.000 axis.py:484(_get_gridline)
       36    0.000    0.000    0.008    0.000 _collections_abc.py:824(update)
        4    0.000    0.000    0.008    0.002 losses_utils.py:151(reduce_weighted_loss)
      188    0.000    0.000    0.008    0.000 __init__.py:2026(_by_version)
      872    0.003    0.000    0.008    0.000 version.py:198(__init__)
      112    0.000    0.000    0.008    0.000 patches.py:757(get_patch_transform)
      112    0.001    0.000    0.008    0.000 patches.py:728(_update_patch_transform)
      302    0.001    0.000    0.008    0.000 fromnumeric.py:3153(mean)
    38/36    0.000    0.000    0.008    0.000 axis.py:588(_get_tick2line)
       93    0.000    0.000    0.008    0.000 descriptor.py:869(__new__)
      162    0.001    0.000    0.008    0.000 types.py:228(__init__)
    97072    0.008    0.000    0.008    0.000 {built-in method builtins.id}
     3257    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
       93    0.008    0.000    0.008    0.000 {method 'AddSerializedFile' of 'google.protobuf.pyext._message.DescriptorPool' objects}
      312    0.000    0.000    0.008    0.000 markers.py:223(__init__)
      511    0.002    0.000    0.008    0.000 training_arrays.py:463(_prepare_feed_values)
      300    0.001    0.000    0.008    0.000 sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.008    0.008 variable_scope.py:15(<module>)
        2    0.000    0.000    0.008    0.004 adadelta.py:16(<module>)
        1    0.000    0.000    0.008    0.008 imdb.py:16(<module>)
        1    0.000    0.000    0.008    0.008 losses_impl.py:15(<module>)
     2103    0.004    0.000    0.008    0.000 <frozen importlib._bootstrap>:318(__exit__)
      122    0.002    0.000    0.008    0.000 lines.py:667(recache)
     1982    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
        1    0.000    0.000    0.008    0.008 tpu_ops.py:16(<module>)
        1    0.000    0.000    0.008    0.008 parameterized.py:158(<module>)
      234    0.000    0.000    0.008    0.000 deprecation.py:46(_add_deprecated_function_notice_to_docstring)
       38    0.000    0.000    0.008    0.000 axis.py:602(_get_gridline)
        6    0.000    0.000    0.008    0.001 backend_agg.py:393(get_renderer)
       13    0.000    0.000    0.008    0.001 gen_nn_ops.py:712(bias_add)
     3045    0.001    0.000    0.008    0.000 ops.py:186(is_dense_tensor_like)
     7075    0.006    0.000    0.008    0.000 pywrap_tensorflow_internal.py:39(_swig_setattr_nondynamic)
        1    0.000    0.000    0.008    0.008 training_ops.py:16(<module>)
     2884    0.002    0.000    0.008    0.000 context.py:1458(graph_mode)
     5494    0.007    0.000    0.008    0.000 <frozen importlib._bootstrap>:103(release)
        2    0.000    0.000    0.008    0.004 advanced_activations.py:141(call)
     3254    0.002    0.000    0.008    0.000 c_api_util.py:143(tf_buffer)
        1    0.000    0.000    0.008    0.008 baseline.py:47(<module>)
        3    0.007    0.002    0.007    0.002 backend_agg.py:80(__init__)
      188    0.000    0.000    0.007    0.000 __init__.py:2032(<listcomp>)
      170    0.000    0.000    0.007    0.000 control_flow_ops.py:2404(AddValue)
        1    0.000    0.000    0.007    0.007 feature_column_lib.py:15(<module>)
        1    0.000    0.000    0.007    0.007 backend.py:19(<module>)
        1    0.000    0.000    0.007    0.007 pyparsing.py:5399(pyparsing_common)
      302    0.000    0.000    0.007    0.000 <__array_function__ internals>:2(moveaxis)
        1    0.000    0.000    0.007    0.007 math_grad.py:1151(_DivNoNanGrad)
      312    0.001    0.000    0.007    0.000 markers.py:292(set_marker)
      339    0.001    0.000    0.007    0.000 abc.py:125(__new__)
      562    0.001    0.000    0.007    0.000 version.py:24(parse)
        1    0.000    0.000    0.007    0.007 specifiers.py:4(<module>)
        2    0.000    0.000    0.007    0.004 gradients.py:15(<module>)
       12    0.000    0.000    0.007    0.001 resource_variable_ops.py:1113(_lazy_read)
      531    0.004    0.000    0.007    0.000 training_utils.py:274(standardize_input_data)
        1    0.000    0.000    0.007    0.007 gen_training_ops.py:5(<module>)
        1    0.000    0.000    0.007    0.007 base_layer.py:16(<module>)
        1    0.000    0.000    0.007    0.007 _policybase.py:4(<module>)
      117    0.000    0.000    0.007    0.000 backend_agg.py:241(_get_agg_font)
     1022    0.001    0.000    0.007    0.000 training_utils.py:770(has_tensors)
       95    0.000    0.000    0.007    0.000 __init__.py:3277(<genexpr>)
        1    0.000    0.000    0.007    0.007 gen_tpu_ops.py:5(<module>)
      323    0.001    0.000    0.007    0.000 textwrap.py:414(dedent)
      511    0.001    0.000    0.007    0.000 training_arrays.py:455(_get_num_samples_or_steps)
     2884    0.004    0.000    0.007    0.000 context.py:191(push)
        5    0.000    0.000    0.007    0.001 __init__.py:10(<module>)
        1    0.000    0.000    0.007    0.007 ragged_dispatch.py:478(register_dispatchers)
       10    0.000    0.000    0.007    0.001 init_ops.py:111(__call__)
      443    0.007    0.000    0.007    0.000 {built-in method posix.listdir}
      302    0.002    0.000    0.007    0.000 _methods.py:134(_mean)
        1    0.000    0.000    0.007    0.007 gradients_impl.py:15(<module>)
        1    0.000    0.000    0.007    0.007 absltest.py:19(<module>)
       94    0.000    0.000    0.007    0.000 __init__.py:2776(activate)
       39    0.000    0.000    0.007    0.000 backend_agg.py:164(draw_text)
       12    0.000    0.000    0.007    0.001 resource_variable_ops.py:1522(__init__)
        1    0.000    0.000    0.007    0.007 ragged_dispatch.py:537(ragged_op_list)
        4    0.000    0.000    0.007    0.002 math_ops.py:1252(range)
        1    0.000    0.000    0.007    0.007 _base.py:1(<module>)
        1    0.000    0.000    0.007    0.007 defmatrix.py:1(<module>)
       55    0.000    0.000    0.007    0.000 deprecation.py:426(deprecated_wrapper)
      612    0.001    0.000    0.007    0.000 <__array_function__ internals>:2(any)
      182    0.001    0.000    0.007    0.000 ops.py:4001(_get_op_def)
        1    0.000    0.000    0.007    0.007 init_ops.py:31(<module>)
       49    0.003    0.000    0.007    0.000 enum.py:135(__new__)
       12    0.000    0.000    0.007    0.001 resource_variable_ops.py:1565(read_value)
       12    0.000    0.000    0.007    0.001 resource_variable_ops.py:1568(_read_variable_op)
    20125    0.005    0.000    0.007    0.000 inspect.py:2799(<genexpr>)
     2789    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:151(__exit__)
    18061    0.004    0.000    0.007    0.000 ai.py:115(<lambda>)
      310    0.000    0.000    0.006    0.000 __init__.py:1325(safe_version)
        1    0.000    0.000    0.006    0.006 universaldetector.py:36(<module>)
        1    0.000    0.000    0.006    0.006 adjoint_registrations.py:15(<module>)
        6    0.000    0.000    0.006    0.001 gen_math_ops.py:6050(maximum)
      511    0.001    0.000    0.006    0.000 training_utils.py:225(check_num_samples)
        1    0.000    0.000    0.006    0.006 files.py:12(<module>)
        1    0.000    0.000    0.006    0.006 textpath.py:1(<module>)
        1    0.000    0.000    0.006    0.006 image.py:18(<module>)
     2087    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
      171    0.001    0.000    0.006    0.000 text.py:121(__init__)
      302    0.002    0.000    0.006    0.000 numeric.py:1336(moveaxis)
    13414    0.004    0.000    0.006    0.000 sre_parse.py:164(__getitem__)
      117    0.001    0.000    0.006    0.000 font_manager.py:1179(findfont)
      117    0.006    0.000    0.006    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
    21339    0.006    0.000    0.006    0.000 sre_parse.py:233(__next)
        1    0.000    0.000    0.006    0.006 figure.py:405(show)
     8894    0.005    0.000    0.006    0.000 ops.py:5437(get_default)
        6    0.000    0.000    0.006    0.001 gen_math_ops.py:6301(minimum)
        1    0.005    0.005    0.006    0.006 backend_gtk3.py:414(show)
     6060    0.002    0.000    0.006    0.000 nest.py:93(_is_namedtuple)
