pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         4300057 function calls (4170202 primitive calls) in 6.013 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 data_structures.py:61(__init__)
        4    0.000    0.000    0.000    0.000 data_structures.py:128(__init__)
        1    0.000    0.000    0.000    0.000 gradients_util.py:351(<genexpr>)
        1    0.000    0.000    0.000    0.000 gradients_util.py:615(<listcomp>)
        2    0.000    0.000    0.000    0.000 gradients_util.py:925(DeviceKey)
        1    0.000    0.000    0.000    0.000 gradients_util.py:939(AggregationMethod)
        1    0.000    0.000    0.000    0.000 tracking.py:47(AutoTrackable)
        1    0.000    0.000    0.000    0.000 function.py:243(_InterpolateFunctionError)
        1    0.000    0.000    0.000    0.000 function.py:311(_EagerDefinedFunction)
        3    0.000    0.000    0.000    0.000 function.py:1038(<dictcomp>)
        1    0.000    0.000    0.000    0.000 function.py:1229(FunctionCache)
        1    0.000    0.000    0.000    0.000 function.py:2105(TfMethodTarget)
        1    0.000    0.000    0.000    0.000 function.py:2178(_FunctionGarbageCollector)
        1    0.000    0.000    0.000    0.000 function.py:2195(ConcreteFunctionGarbageCollector)
        1    0.000    0.000    0.000    0.000 auto_control_deps.py:95(AutomaticControlDependencies)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.000    0.000 tf_record.py:189(TFRecordWriter)
        1    0.000    0.000    0.000    0.000 saveable_object_util.py:57(ReferenceVariableSaveable)
        1    0.000    0.000    0.000    0.000 saveable_object_util.py:75(ResourceVariableSaveable)
        1    0.000    0.000    0.000    0.000 ragged_dispatch.py:102(UnaryRaggedElementwiseDispatcher)
        1    0.000    0.000    0.000    0.000 ragged_dispatch.py:226(RaggedDispatcher)
        1    0.000    0.000    0.000    0.000 parsing_ops.py:60(SparseFeature)
        1    0.000    0.000    0.000    0.000 parsing_ops.py:135(FixedLenFeature)
        1    0.000    0.000    0.000    0.000 parsing_ops.py:155(FixedLenSequenceFeature)
        1    0.000    0.000    0.000    0.000 sparse_ops.py:795(KeywordRequired)
        1    0.000    0.000    0.000    0.000 sparse_ops.py:2715(_UnaryMapValueDispatcher)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:512(IteratorResourceDeleter)
        2    0.000    0.000    0.000    0.000 structure.py:254(_register_custom_converter)
        1    0.000    0.000    0.000    0.000 gfile.py:40(GFile)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3365(FilterDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3397(PrefetchDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3463(_OptionsDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3480(_ModelDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3511(_SetStatsAggregatorDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3529(_MaxIntraOpParallelismDataset)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 options.py:26(OptionsBase)
        1    0.000    0.000    0.000    0.000 stats_aggregator.py:30(StatsAggregatorV2)
        1    0.000    0.000    0.000    0.000 stats_aggregator.py:81(StatsAggregatorV1)
        1    0.000    0.000    0.000    0.000 batching.py:258(_DenseToSparseBatchDataset)
        1    0.000    0.000    0.000    0.000 batching.py:288(_MapAndBatchDataset)
        1    0.000    0.000    0.000    0.000 batching.py:335(_RestructuredDataset)
        1    0.000    0.000    0.000    0.000 batching.py:422(_UnbatchDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2173(UnaryDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2184(UnaryUnchangedStructureDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2197(TensorDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2215(TensorSliceDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2616(_GeneratorDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2755(RepeatDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2773(RangeDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2812(CacheDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2827(ShuffleDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2873(TakeDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2901(ShardDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2950(_VariantTracker)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3284(InterleaveDataset)
        1    0.000    0.000    0.000    0.000 tensor_list.py:43(TensorList)
        1    0.000    0.000    0.000    0.000 script_ops.py:50(EagerFunc)
        1    0.000    0.000    0.000    0.000 script_ops.py:126(FuncRegistry)
        1    0.000    0.000    0.000    0.000 backprop.py:89(_MockOp)
        1    0.000    0.000    0.000    0.000 session.py:46(SessionInterface)
        1    0.000    0.000    0.000    0.000 session.py:363(_ListFetchMapper)
        1    0.000    0.000    0.000    0.000 session.py:446(_FetchHandler)
        1    0.000    0.000    0.000    0.000 session.py:1436(_Callable)
        1    0.000    0.000    0.000    0.000 session.py:1492(Session)
        1    0.000    0.000    0.000    0.000 init_ops.py:617(ConvolutionDeltaOrthogonal)
        1    0.000    0.000    0.000    0.000 init_ops.py:683(ConvolutionOrthogonal)
        1    0.000    0.000    0.000    0.000 init_ops.py:750(ConvolutionOrthogonal2D)
        1    0.000    0.000    0.000    0.000 init_ops.py:894(ConvolutionOrthogonal1D)
        1    0.000    0.000    0.000    0.000 init_ops.py:1019(ConvolutionOrthogonal3D)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1321(_VariableScopeStore)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1383(EagerVariableStore)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1775(_pure_variable_scope)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1976(variable_scope)
        1    0.000    0.000    0.000    0.000 init_ops.py:55(Initializer)
        1    0.000    0.000    0.000    0.000 saveable_object.py:21(SaveSpec)
        1    0.000    0.000    0.000    0.000 base.py:89(NoRestoreSaveable)
        2    0.000    0.000    0.000    0.000 tensor_array_ops.py:1090(flow)
        3    0.000    0.000    0.000    0.000 tensor_array_ops.py:1131(_element_shape)
        6    0.000    0.000    0.000    0.000 tensor_array_ops.py:1135(_element_shape)
        3    0.000    0.000    0.000    0.000 tensor_array_ops.py:1143(_colocate_with)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:168(flow)
       18    0.000    0.000    0.000    0.000 control_flow_ops.py:388(<genexpr>)
        1    0.000    0.000    0.000    0.000 control_flow_ops.py:1048(ControlFlowState)
        1    0.000    0.000    0.000    0.000 control_flow_ops.py:1493(ExitResult)
        1    0.000    0.000    0.000    0.000 control_flow_ops.py:4213(XLAControlFlowContext)
        2    0.000    0.000    0.000    0.000 gen_nn_ops.py:1056(<listcomp>)
        2    0.000    0.000    0.000    0.000 gen_nn_ops.py:1389(<listcomp>)
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:236(EagerResourceDeleter)
        2    0.000    0.000    0.000    0.000 resource_variable_ops.py:758(_assign_dependencies)
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:1575(op)
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:1672(UninitializedVariable)
        1    0.000    0.000    0.000    0.000 dispatch.py:42(OpDispatcher)
        1    0.000    0.000    0.000    0.000 dispatch.py:107(_TypeBasedDispatcher)
        1    0.000    0.000    0.000    0.000 op_def_library.py:231(_OpInfo)
        1    0.000    0.000    0.000    0.000 op_def_library.py:284(OpDefLibrary)
        4    0.000    0.000    0.000    0.000 type_checkers.py:98(__init__)
        1    0.000    0.000    0.000    0.000 type_checkers.py:113(TypeCheckerWithDefault)
        1    0.000    0.000    0.000    0.000 type_checkers.py:125(IntValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:166(UnicodeValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:194(Int32ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:208(Int64ValueChecker)
        2    0.000    0.000    0.000    0.000 decoder.py:134(_SignedVarintDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:288(_FloatDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:323(_DoubleDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:822(_FieldSkipper)
        3    0.000    0.000    0.000    0.000 encoder.py:184(_FixedSizer)
        2    0.000    0.000    0.000    0.000 encoder.py:429(_SimpleEncoder)
        1    0.000    0.000    0.000    0.000 wire_format.py:80(PackTag)
        1    0.000    0.000    0.000    0.000 text_format.py:77(ParseError)
        1    0.000    0.000    0.000    0.000 text_format.py:100(TextWriter)
        1    0.000    0.000    0.000    0.000 text_format.py:253(_Printer)
        2    0.000    0.000    0.000    0.000 tensor_spec.py:73(shape)
        1    0.000    0.000    0.000    0.000 function.py:45(Defun)
        1    0.000    0.000    0.000    0.000 function.py:554(_OverloadedFunction)
        1    0.000    0.000    0.000    0.000 lock_util.py:116(_Context)
        1    0.000    0.000    0.000    0.000 _validators.py:45(Validator)
        1    0.000    0.000    0.000    0.000 _validators.py:107(SingleFlagValidator)
        1    0.000    0.000    0.000    0.000 _validators.py:148(MultiFlagsValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:918(PythonFormatter)
        1    0.000    0.000    0.000    0.000 timeit.py:82(Timer)
        6    0.000    0.000    0.000    0.000 converter.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 minidom.py:639(TypeInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:924(Childless)
        1    0.000    0.000    0.000    0.000 minidom.py:1065(Text)
        1    0.000    0.000    0.000    0.000 minidom.py:1174(Comment)
        1    0.000    0.000    0.000    0.000 minidom.py:1281(DocumentType)
        1    0.000    0.000    0.000    0.000 minidom.py:1381(Notation)
        1    0.000    0.000    0.000    0.000 minidom.py:1390(DOMImplementation)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:213(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:335(DocumentLS)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:368(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 _defines.py:39(_register_bounds_validator_if_needed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:37(CantOpenFlagFileError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:44(DuplicateFlagError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:82(UnrecognizedFlagError)
        1    0.000    0.000    0.000    0.000 _flag.py:321(EnumFlag)
        1    0.000    0.000    0.000    0.000 _flag.py:359(MultiFlag)
        1    0.000    0.000    0.000    0.000 _flag.py:435(MultiEnumClassFlag)
        1    0.000    0.000    0.000    0.000 __init__.py:62(DOMException)
        1    0.000    0.000    0.000    0.000 __init__.py:88(InvalidCharacterErr)
        1    0.000    0.000    0.000    0.000 __init__.py:94(NoModificationAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:103(InuseAttributeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:109(SyntaxErr)
        1    0.000    0.000    0.000    0.000 __init__.py:118(InvalidAccessErr)
        1    0.000    0.000    0.000    0.000 __init__.py:124(UserDataHandler)
        1    0.000    0.000    0.000    0.000 scale.py:15(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:109(FuncTransform)
        1    0.000    0.000    0.000    0.000 scale.py:150(FuncScale)
        1    0.000    0.000    0.000    0.000 scale.py:198(LogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:271(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:320(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:474(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:616(LogitTransform)
        1    0.000    0.000    0.000    0.000 scale.py:644(LogisticTransform)
        1    0.000    0.000    0.000    0.000 scale.py:665(LogitScale)
        1    0.000    0.000    0.000    0.000 axis.py:632(Ticker)
        1    0.000    0.000    0.000    0.000 axis.py:647(_LazyTickList)
        1    0.000    0.000    0.000    0.000 trifinder.py:6(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1011(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1089(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1233(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 trirefine.py:10(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 legend_handler.py:174(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 legend_handler.py:206(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:336(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:549(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:653(HandlerTuple)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:236(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:246(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:309(Grid)
        1    0.000    0.000    0.000    0.000 streamplot.py:361(StreamMask)
        1    0.000    0.000    0.000    0.000 bdb.py:852(Tdb)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 op_def_registry.py:43(get_registered_ops)
        1    0.000    0.000    0.000    0.000 registry.py:36(Registry)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:24(TraceableObject)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:78(TraceableStack)
        1    0.000    0.000    0.000    0.000 app.py:75(Error)
        1    0.000    0.000    0.000    0.000 app.py:79(UsageError)
        1    0.000    0.000    0.000    0.000 app.py:119(HelpfullFlag)
        1    0.000    0.000    0.000    0.000 app.py:132(HelpXMLFlag)
        1    0.000    0.000    0.000    0.000 errors_impl.py:417(UnimplementedError)
        1    0.000    0.000    0.000    0.000 errors_impl.py:534(raise_exception_on_not_ok_status)
        2    0.000    0.000    0.000    0.000 error_codes_pb2.py:6(<lambda>)
